"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
44185,1.2394002512168,0.341583592639443,-0.708673746754428,1.29667422311153,2.25102850961014,3.77589909021205,-0.526765768229307,0.928071852991955,-0.820014773042258,0.718482677218666,-0.246366022560935,-0.183879189290844,0.0447341306271882,0.380109815566289,0.779169766600487,1.16210296910351,-1.17045155472916,-0.0429559847436129,-0.542326090003795,-0.0307779834466055,-0.352290199293963,-1.24467767229326,0.157250439980586,0.934888634755712,0.327867334067555,-0.312808711614785,0.00170158418094808,0.0244765246392573,0.01,"sain"
40949.6540873181,-3.14460445476091,3.35041865488197,-2.83908210948159,3.86011042540763,-1.26760046535029,-0.695669100417761,-4.2192294299965,-0.575169889880522,-2.83963081115177,-5.26746492438288,3.80842792945044,-7.45057063041015,-1.50084871867157,-8.42099001563899,-0.325270484768813,-6.24771710206958,-9.70566973792889,-4.8345680043375,-0.744866229896054,0.0646578301151169,2.45882161491518,-0.270140643757643,-0.182684686467793,-0.15738930469276,0.0173266338505429,-0.0202744139698281,0.761238529019297,0.380408122613627,8.21958134655841,"defaut"
140209,-0.0969551647397817,0.597959698843444,0.625478607149004,-1.08669904885445,0.729109693734563,-0.821481858465181,1.25067465437183,-0.28238346564612,-0.180495103432048,-0.412015752785993,0.715274997666243,0.354827551041537,-0.960888908375318,0.314724005387882,-1.3587938961977,0.143893110439979,-0.849799212138854,-0.321901726565871,-0.377456383396759,-0.205668725709973,-0.146368641638229,-0.282345628961762,0.0704210092525176,-0.00900510166101843,-1.02739817675304,-0.0792028882218695,-0.0354272604017695,-0.0257131731816992,9.99,"sain"
78800.0320512552,-0.510004087412311,0.972207027846633,0.633920509632875,1.08858189612229,-0.4876100471664,-0.251501879826855,0.18061463482663,-1.84474017081729,-0.259368996879374,-1.38179124131789,-0.440175137579971,-0.111933430067537,-0.686945439989803,-0.942453729459389,0.0801590025386206,0.245497243101438,0.939731830125246,0.473139195053506,-0.418879443061837,0.412830084840668,-0.842671556353408,0.338393539558612,0.00713298436009391,0.385858233176337,0.496271900663663,-0.312157448563641,0.0887928425703002,0.0894758088857205,127.655086062776,"defaut"
107038.061205166,1.3811219468885,1.71723604139329,-4.32708161448531,2.40464108900906,3.04076407837874,-2.11000415366191,-0.645044454918922,-1.14526877762235,0.654425701792369,-2.63524742456311,3.02155008682754,-2.59509157558421,-1.25568611322056,-5.14430594812572,-0.76469410585656,1.78885526498397,5.8421614037641,3.40928556830954,-0.956283045955517,-0.0235448704308095,-0.817416827790929,-0.73880038746098,-1.52998530540126,-0.326777353303118,-0.686163390201593,-0.644714376465615,0.16183227967412,0.171398355986112,1,"defaut"
134447,1.96004028551959,-0.508834677613717,-0.684509752096089,0.0727188383587684,-0.347225762334482,0.133136827963332,-0.720433236146861,0.208454355830699,1.29839324091519,-0.0138494768064986,0.350207483630593,0.385311167966935,-0.9333597443842,0.391833321973422,0.558847637595995,0.544584909596239,-1.01884614255744,1.16090380359909,0.115126305010818,-0.219195746334584,0.244238472657142,0.745430796035327,0.100816428983939,0.322214483592602,-0.0667149641040465,-0.590159046232934,0.0402353210571431,-0.0392696992125394,20,"sain"
37165,-0.775107451362763,1.35278399686236,1.22474462861429,1.40330661347075,-0.280296288462383,-0.146001045805809,0.352097310523448,0.472053788769316,-0.586196258881092,-0.35620980685553,-0.370687617108029,0.755479986104946,0.477684723554345,0.227123547773549,0.0842703557422964,-1.22192494765713,0.881003986971353,-0.823379162508254,0.588953971076044,0.0691327546643377,0.0401585268078357,0.372695050191528,-0.0450994815598699,0.427287117944647,-0.0854343159958317,-0.243177391440533,0.30614510000308,0.147304033320507,19.04,"sain"
93852.8015335265,-5.81753253956547,7.13836256708512,-12.7894501281744,7.06483235130457,-9.60907376938627,-2.94152906225232,-11.5336961992923,4.82721742607434,-3.51281280202058,-13.2984492363642,8.46462357225571,-17.0182041130729,0.0980638280488202,-14.1041368831444,0.740702354599127,-12.6567305804965,-18.9255829272738,-6.63141084780556,3.9931677946169,0.0675757150436171,2.45979496055871,1.04955312933626,0.528928095553786,0.471722969459476,-0.281691224423194,0.28360409778239,0.118549653207561,0.259932270704567,312.758666897521,"defaut"
109821,-1.42397343206772,2.02959717413258,-1.04718301620815,-0.463474572576271,-0.329749342680901,-0.954252917838129,-0.184527518881518,1.06034320757765,1.13774208325744,-0.847056167316427,-0.67930533404283,-1.95644285889871,1.95242686308837,2.32678519276769,-1.15299395890548,0.263170212746331,0.717253283171472,-0.356409742144858,-0.282056743690849,-0.148502650309399,-0.366585945563247,-0.885978468043056,0.205621190013076,-0.49392563410381,-0.300823116953282,0.145761930009816,0.0674335995989015,0.00786117182324064,9.99,"sain"
81640,0.78628674426063,-1.85419028924248,1.22109971315593,-0.0483655130580939,-2.17463695025772,0.043475339385046,-1.09742149984343,0.102889744060018,0.468250304374783,0.208910777813723,-0.991135423609714,-0.274086051054408,-0.0125123752917852,-1.10222499645673,-0.758035014947232,0.826558793827138,0.717399397676156,-1.18646678335804,0.736405591999633,0.599724537587694,0.338622656850301,0.606430012420951,-0.318411594183537,0.468436962216408,0.331254610165847,-0.101498378021679,0.0234960279585565,0.0760593762533993,283.44,"sain"
143372.487582989,0.229121217909971,2.36054708802803,-3.93115607471126,5.35306249165089,-0.0318016491510763,-1.13881878748905,-2.18770486664359,0.830277189184413,-2.40023967338569,-3.40778418691367,3.42850220980962,-4.0829199943909,-1.03948770072714,-7.95099144183989,-1.92705011325456,-1.00360580716459,-2.94513582942267,-0.116463547696684,-1.26531681605883,0.16369242353391,0.390977558844209,-0.20246308338778,-0.132956065368567,-0.396376117098314,0.266274439589427,0.0985216068184996,0.504150091933463,0.232140542706036,1,"defaut"
